0.2083,237.2083,-0.10 
0.4583,237.4583,-0.10 
0.625,237.625,-0.10 
0.6667,237.6667,-0.10 
0.7083,237.7083,-0.10 
0.75,237.75,-0.20 
0.8333,237.8333,-0.10 
0.875,237.875,-0.10 
0.9583,237.9583,-0.10 
1.0833,238.0833,-0.10 
1.1667,238.1667,-0.10 
1.25,238.25,-0.10 
1.375,238.375,-0.10 
1.5,238.5,-0.10 
1.7917,238.7917,-0.10 
1.9167,238.9167,-0.10 
2,239,-0.10 
2.25,239.25,-0.10 
2.375,239.375,-0.10 
2.5833,239.5833,-0.20 
2.75,239.75,-0.10 
2.9583,239.9583,-0.10 
3.4167,240.4167,-0.10 
3.5417,240.5417,-0.10 
3.5833,240.5833,-0.10 
3.875,240.875,-0.10 
4.4167,241.4167,-0.10 
4.5,241.5,-0.20 
4.5417,241.5417,-0.10 
4.5833,241.5833,-0.10 
4.625,241.625,-0.10 
4.6667,241.6667,-0.10 
4.75,241.75,-0.10 
4.7917,241.7917,-0.10 
4.875,241.875,-0.10 
4.9167,241.9167,-0.10 
5,242,-0.10 
5.0833,242.0833,-0.10 
5.1667,242.1667,-0.10 
5.2917,242.2917,-0.10 
6.5833,243.5833,-0.20 
6.625,243.625,-0.10 
6.6667,243.6667,-0.10 
6.75,243.75,-0.10 
7,244,-0.10 
7.125,244.125,-0.10 
7.1667,244.1667,-0.10 
7.375,244.375,-0.10 
7.4167,244.4167,-0.70 
7.5,244.5,-0.80 
7.5417,244.5417,-0.70 
7.5833,244.5833,-0.40 
7.625,244.625,-0.40 
7.6667,244.6667,-0.30 
7.7083,244.7083,-0.20 
7.75,244.75,-0.20 
7.7917,244.7917,-0.20 
7.8333,244.8333,-0.20 
7.875,244.875,-0.10 
7.9167,244.9167,-0.10 
7.9583,244.9583,-0.10 
8.0417,245.0417,-0.10 
8.0833,245.0833,-0.10 
8.1667,245.1667,-0.20 
8.2083,245.2083,-0.10 
8.25,245.25,-0.20 
8.2917,245.2917,-0.10 
8.3333,245.3333,-0.10 
8.375,245.375,-0.10 
8.4583,245.4583,-0.10 
8.5417,245.5417,-0.20 
8.625,245.625,-0.20 
8.7083,245.7083,-0.10 
8.7917,245.7917,-0.10 
8.875,245.875,-0.80 
8.9167,245.9167,-0.60 
8.9583,245.9583,-0.40 
9,246,-0.30 
9.0417,246.0417,-0.30 
9.0833,246.0833,-0.20 
9.125,246.125,-0.20 
9.1667,246.1667,-0.20 
9.2083,246.2083,-0.10 
9.25,246.25,-0.10 
9.2917,246.2917,-0.20 
9.3333,246.3333,-0.10 
9.375,246.375,-0.10 
9.4167,246.4167,-0.10 
9.4583,246.4583,-0.10 
9.5,246.5,-0.20 
9.5417,246.5417,-0.10 
9.5833,246.5833,-0.10 
9.625,246.625,-0.10 
9.6667,246.6667,-0.10 
9.75,246.75,-0.10 
9.7917,246.7917,-0.10 
9.8333,246.8333,-0.10 
9.9167,246.9167,-0.10 
9.9583,246.9583,-0.10 
10,247,-0.10 
10.0417,247.0417,-0.10 
10.125,247.125,-0.10 
10.1667,247.1667,-0.10 
10.2083,247.2083,-0.10 
10.25,247.25,-0.10 
10.3333,247.3333,-0.10 
10.375,247.375,-0.10 
10.4583,247.4583,-0.10 
10.5,247.5,-0.10 
10.5833,247.5833,-0.10 
10.625,247.625,-0.10 
10.6667,247.6667,-0.10 
10.7083,247.7083,-0.10 
10.7917,247.7917,-0.10 
10.875,247.875,-0.10 
11.1667,248.1667,-0.20 
11.5,248.5,-0.10 
11.5833,248.5833,-0.10 
11.6667,248.6667,-0.20 
11.75,248.75,-0.20 
11.8333,248.8333,-0.10 
11.9167,248.9167,-0.10 
12,249,-0.10 
12.0417,249.0417,-0.10 
12.125,249.125,-0.10 
12.1667,249.1667,-0.10 
12.25,249.25,-0.10 
12.3333,249.3333,-0.10 
12.4167,249.4167,-0.10 
12.5417,249.5417,-0.20 
12.625,249.625,-0.20 
12.7083,249.7083,-0.10 
12.875,249.875,-0.10 
13,250,-0.10 
13.125,250.125,-0.10 
13.2083,250.2083,-0.10 
13.3333,250.3333,-0.10 
13.4583,250.4583,-0.10 
13.5417,250.5417,-0.20 
13.6667,250.6667,-0.10 
13.8333,250.8333,-0.10 
14.0417,251.0417,-0.10 
14.1667,251.1667,-0.10 
14.375,251.375,-0.10 
14.4583,251.4583,-0.10 
14.5,251.5,-0.10 
14.5417,251.5417,-0.10 
14.625,251.625,-0.10 
14.6667,251.6667,-0.10 
14.7917,251.7917,-0.10 
14.9167,251.9167,-0.10 
15.0833,252.0833,-0.10 
15.25,252.25,-0.10 
15.4167,252.4167,-0.10 
15.5,252.5,-0.10 
15.5833,252.5833,-0.20 
15.625,252.625,-0.10 
15.6667,252.6667,-0.20 
16.5,253.5,-0.10 
16.5833,253.5833,-0.10 
17.125,254.125,-0.10 
17.375,254.375,-0.10 
17.5,254.5,-0.10 
17.5417,254.5417,-0.10 
17.5833,254.5833,-0.10 
17.7083,254.7083,-0.10 
17.75,254.75,-0.10 
17.7917,254.7917,-0.10 
17.9167,254.9167,-0.10 
18,255,-0.10 
18.0833,255.0833,-0.10 
18.1667,255.1667,-0.10 
18.2083,255.2083,-0.10 
18.4167,255.4167,-0.20 
18.4583,255.4583,-0.20 
18.5,255.5,-0.10 
18.5417,255.5417,-0.40 
18.5833,255.5833,-0.10 
18.625,255.625,-0.30 
18.6667,255.6667,-0.30 
18.7083,255.7083,-0.10 
18.75,255.75,-0.10 
18.7917,255.7917,-0.10 
18.8333,255.8333,-0.10 
18.875,255.875,-0.10 
18.9167,255.9167,-0.10 
18.9583,255.9583,-0.10 
19,256,-0.10 
19.0417,256.0417,-0.10 
19.125,256.125,-0.10 
19.1667,256.1667,-0.10 
19.2083,256.2083,-0.10 
19.2917,256.2917,-0.10 
19.3333,256.3333,-0.10 
19.375,256.375,-0.10 
19.4167,256.4167,-0.20 
19.4583,256.4583,-0.20 
19.5,256.5,-0.40 
19.5417,256.5417,-0.40 
19.5833,256.5833,-0.50 
19.7083,256.7083,-0.60 
19.75,256.75,-0.40 
19.7917,256.7917,-0.20 
19.8333,256.8333,-0.30 
19.875,256.875,-0.10 
19.9167,256.9167,-0.10 
19.9583,256.9583,-0.10 
20,257,-0.10 
20.125,257.125,-0.10 
20.1667,257.1667,-0.10 
20.25,257.25,-0.10 
20.3333,257.3333,-0.10 
20.4167,257.4167,-0.10 
21.2083,258.2083,-0.10 
21.25,258.25,-0.10 
21.4167,258.4167,-0.10 
21.4583,258.4583,-0.10 
21.5417,258.5417,-0.10 
21.625,258.625,-0.10 
21.7917,258.7917,-0.10 
21.8333,258.8333,-0.20 
21.875,258.875,-0.10 
21.9167,258.9167,-0.10 
21.9583,258.9583,-0.10 
22,259,-0.10 
22.0417,259.0417,-0.10 
22.0833,259.0833,-0.10 
22.125,259.125,-0.10 
22.25,259.25,-0.10 
22.3333,259.3333,-0.10 
22.4583,259.4583,-0.10 
22.5417,259.5417,-0.10 
23.5417,260.5417,-0.10 
23.625,260.625,-0.20 
23.8333,260.8333,-0.10 
23.9167,260.9167,-0.10 
24.0417,261.0417,-0.10 
24.2083,261.2083,-0.10 
24.4167,261.4167,-0.10 
24.4583,261.4583,-0.10 
24.5417,261.5417,-0.30 
24.625,261.625,-0.20 
24.6667,261.6667,-0.10 
24.75,261.75,-0.10 
24.7917,261.7917,-0.10 
24.8333,261.8333,-0.10 
24.9167,261.9167,-0.10 
24.9583,261.9583,-0.10 
25.0417,262.0417,-0.10 
25.125,262.125,-0.10 
25.4583,262.4583,-0.10 
25.875,262.875,-0.20 
25.9167,262.9167,-0.10 
26,263,-0.30 
26.0417,263.0417,-0.20 
26.375,263.375,-0.20 
26.4167,263.4167,-0.10 
26.5,263.5,-0.10 
26.5833,263.5833,-0.10 
26.625,263.625,-0.10 
26.7083,263.7083,-0.10 
26.8333,263.8333,-0.20 
26.875,263.875,-0.40 
26.9167,263.9167,-0.30 
26.9583,263.9583,-0.30 
27,264,-0.30 
27.0417,264.0417,-0.10 
27.0833,264.0833,-0.20 
27.125,264.125,-0.10 
27.1667,264.1667,-0.20 
27.25,264.25,-0.10 
27.2917,264.2917,-0.10 
27.3333,264.3333,-0.10 
27.375,264.375,-0.10 
27.4167,264.4167,-0.10 
27.5,264.5,-0.10 
27.5833,264.5833,-0.10 
27.6667,264.6667,-0.10 
27.75,264.75,-0.10 
27.7917,264.7917,-0.10 
27.875,264.875,-0.10 
27.9583,264.9583,-0.10 
28.0417,265.0417,-0.10 
28.0833,265.0833,-0.10 
28.1667,265.1667,-0.10 
28.25,265.25,-0.10 
28.2917,265.2917,-0.10 
28.375,265.375,-0.10 
28.4167,265.4167,-0.10 
28.4583,265.4583,-0.10 
28.5417,265.5417,-0.10 
28.5833,265.5833,-0.10 
28.6667,265.6667,-0.10 
28.7083,265.7083,-0.10 
28.75,265.75,-0.10 
28.8333,265.8333,-0.10 
28.875,265.875,-0.10 
28.9167,265.9167,-0.10 
29,266,-0.10 
29.0417,266.0417,-0.10 
29.125,266.125,-0.10 
29.1667,266.1667,-0.10 
29.2083,266.2083,-0.10 
29.2917,266.2917,-0.10 
29.4167,266.4167,-0.10 
29.4583,266.4583,-0.10 
29.5,266.5,-0.10 
29.6667,266.6667,-0.10 
29.7083,266.7083,-0.10 
29.7917,266.7917,-0.10 
29.875,266.875,-0.10 
29.9167,266.9167,-0.10 
29.9583,266.9583,-0.10 
30.0417,267.0417,-0.10 
30.1667,267.1667,-0.10 
30.2917,267.2917,-0.10 
30.4167,267.4167,-0.10 
30.4583,267.4583,-0.10 
30.5417,267.5417,-0.10 
30.625,267.625,-0.10 
30.75,267.75,-0.10 
30.875,267.875,-0.10 
31,268,-0.10 
31.1667,268.1667,-0.10 
31.4167,268.4167,-0.10 
31.5833,268.5833,-0.10 
31.7083,268.7083,-0.20 
32.9583,269.9583,-0.10 
33.2917,270.2917,-0.10 
33.4167,270.4167,-0.10 
33.625,270.625,-0.10 
33.7083,270.7083,-0.10 
33.8333,270.8333,-0.10 
33.875,270.875,-0.10 
34.0417,271.0417,-0.10 
34.1667,271.1667,-0.10 
34.2917,271.2917,-0.10 
34.4167,271.4167,-0.10 
34.5,271.5,-0.10 
34.625,271.625,-0.20 
34.6667,271.6667,-0.10 
34.75,271.75,-0.10 
34.9167,271.9167,-0.10 
35.125,272.125,-0.10 
35.2083,272.2083,-0.10 
35.3333,272.3333,-0.10 
35.75,272.75,-0.10 
35.7917,272.7917,-0.10 
35.8333,272.8333,-0.10 
35.875,272.875,-0.10 
35.9583,272.9583,-0.10 
36.0417,273.0417,-0.10 
36.6667,273.6667,-0.20 
36.75,273.75,-0.30 
36.7917,273.7917,-0.60 
36.875,273.875,-0.30 
36.9583,273.9583,-0.30 
37,274,-0.10 
37.0417,274.0417,-0.10 
37.0833,274.0833,-0.30 
37.125,274.125,-0.10 
37.1667,274.1667,-0.10 
37.2083,274.2083,-0.20 
37.25,274.25,-0.10 
37.2917,274.2917,-0.20 
37.3333,274.3333,-0.20 
37.375,274.375,-0.20 
37.4583,274.4583,-0.10 
37.5,274.5,-0.20 
37.5833,274.5833,-0.10 
37.7083,274.7083,-0.10 
37.75,274.75,-0.10 
37.8333,274.8333,-0.10 
37.9167,274.9167,-0.10 
37.9583,274.9583,-0.10 
38.0417,275.0417,-0.10 
38.0833,275.0833,-0.10 
38.1667,275.1667,-0.10 
38.25,275.25,-0.10 
38.3333,275.3333,-0.10 
38.4583,275.4583,-0.10 
38.5833,275.5833,-0.20 
38.7083,275.7083,-0.10 
38.8333,275.8333,-0.10 
38.9167,275.9167,-0.10 
39.0417,276.0417,-0.10 
39.1667,276.1667,-0.10 
39.2083,276.2083,-0.10 
39.3333,276.3333,-0.10 
39.4583,276.4583,-0.20 
39.6667,276.6667,-0.10 
39.75,276.75,-0.10 
39.8333,276.8333,-0.10 
39.875,276.875,-0.10 
39.9167,276.9167,-0.10 
40,277,-0.10 
40.0833,277.0833,-0.10 
40.125,277.125,-0.10 
40.2083,277.2083,-0.10 
40.2917,277.2917,-0.10 
40.375,277.375,-0.10 
40.4583,277.4583,-0.10 
40.5417,277.5417,-0.10 
40.625,277.625,-0.10 
40.75,277.75,-0.10 
40.7917,277.7917,-0.10 
40.8333,277.8333,-0.10 
40.875,277.875,-0.10 
41,278,-0.10 
41.0833,278.0833,-0.10 
41.2083,278.2083,-0.10 
41.3333,278.3333,-0.10 
