WL1(mm),WL2(mm),WL3(mm),WL4 (mm),WL5 (mm),PD (mm),Solar (W/m2),Precipitation (mm),WindSpeed (m/s),AirTemp (DegC),RH (%),,
37,44,44,37,43,64.1 ,0,0.000,0.45,21.5,100,,
37,44,44,37,43,64.1 ,0,0.017,0.36,21.2,99,,
37,44,44,37,43,64.2 ,0,0.000,0.39,21.0,100,,
37,44,44,37,43,64.2 ,0,0.000,0.45,20.9,100,,
37,44,44,37,43,64.2 ,0,0.017,0.50,20.9,100,,
37,44,43,37,43,64.2 ,0,0.000,0.63,20.8,100,,
37,44,43,37,43,64.2 ,4,0.000,0.66,20.8,100,,
37,44,43,37,44,64.2 ,24,0.000,0.71,20.9,100,,
37,44,43,37,44,64.2 ,51,0.017,0.62,21.2,98,,
37,44,43,37,43,64.2 ,60,0.000,0.65,21.3,97,,
37,44,43,37,43,64.2 ,75,0.000,0.63,21.0,97,,
37,44,43,37,43,64.1 ,100,0.017,0.57,20.6,95,,
37,44,43,37,43,64.1 ,119,0.000,0.57,20.4,95,,
37,44,43,37,43,64.0 ,106,0.000,0.57,20.1,93,,
37,44,43,37,43,64.0 ,87,0.000,0.57,19.7,93,,
37,44,43,37,43,64.0 ,72,0.017,0.46,19.7,93,,
37,44,43,37,43,64.0 ,43,0.000,0.49,19.5,94,,
37,44,43,37,43,64.0 ,24,0.000,0.50,19.1,96,,
37,44,43,37,43,64.0 ,6,0.000,0.39,18.9,98,,
37,44,43,37,43,64.0 ,0,0.017,1.61,19.0,98,,
37,44,43,36,43,64.0 ,0,0.000,0.52,19.1,96,,
37,44,43,36,43,64.0 ,0,0.000,0.57,19.1,94,,
37,44,43,37,43,64.0 ,0,0.000,0.38,19.1,92,,
37,44,43,37,43,64.0 ,0,0.017,0.44,19.3,92,,
37,44,43,37,43,64.0 ,0,0.000,0.50,19.3,92,,
37,44,43,37,43,64.0 ,0,0.000,0.48,19.3,92,,
37,44,43,37,43,63.9 ,0,0.000,0.31,19.2,93,,
37,44,43,36,43,63.9 ,0,0.017,0.38,18.9,94,,
37,44,43,36,43,63.9 ,0,0.000,0.47,18.6,93,,
37,44,43,36,43,63.9 ,0,0.000,0.59,17.9,96,,
37,44,43,36,43,63.9 ,17,0.000,0.71,17.5,99,,
37,44,43,36,43,63.9 ,181,0.017,0.56,19.4,98,,
37,44,43,37,43,63.8 ,393,0.000,0.56,22.3,86,,
37,44,43,37,43,63.8 ,581,0.000,0.57,23.6,77,,
37,43,42,37,43,63.8 ,727,0.000,0.93,24.5,73,,
37,43,42,37,43,63.7 ,778,0.017,1.25,25.1,70,,
37,43,42,37,43,63.6 ,847,0.000,1.37,25.8,69,,
37,43,42,37,43,63.5 ,667,0.000,0.62,26.2,67,,
37,43,42,37,43,63.5 ,616,0.000,0.78,26.7,64,,
37,43,42,37,43,63.5 ,532,0.017,0.68,27.0,62,,
37,43,42,37,43,63.4 ,342,0.000,0.65,27.5,61,,
37,43,42,37,43,63.3 ,58,0.000,0.32,25.9,67,,
37,44,42,37,43,63.2 ,11,0.000,0.28,23.3,82,,
37,44,42,37,43,63.2 ,0,0.000,0.23,20.8,91,,
37,44,42,37,43,63.2 ,0,0.017,0.18,19.5,95,,
37,44,42,37,43,63.1 ,0,0.000,0.18,18.6,98,,
37,44,42,37,43,63.1 ,0,0.000,0.17,18.0,99,,
37,44,42,37,43,63.0 ,0,0.000,0.13,17.5,100,,
37,44,42,37,43,63.0 ,0,0.017,0.16,17.0,100,,
37,44,42,37,43,62.9 ,0,0.000,0.18,16.5,99,,
37,44,42,37,43,62.9 ,0,0.017,0.14,16.1,100,,
37,44,42,37,43,62.8 ,0,0.000,0.16,15.8,100,,
37,44,42,37,43,62.7 ,0,0.017,0.16,15.4,100,,
37,44,42,37,43,62.7 ,0,0.000,0.19,15.2,100,,
37,44,42,37,43,62.7 ,43,0.017,0.27,15.2,100,,
37,44,42,37,43,62.7 ,218,0.000,0.66,17.1,100,,
37,43,42,37,43,62.7 ,397,0.000,0.85,20.0,98,,
37,43,42,37,43,62.5 ,578,0.017,0.57,23.6,83,,
37,43,42,37,43,62.3 ,717,0.000,0.83,25.5,70,,
37,43,42,37,43,62.2 ,800,0.017,1.30,26.4,66,,
37,43,42,37,43,61.8 ,826,0.000,1.20,27.3,66,,
37,43,42,37,43,61.7 ,812,0.000,1.39,28.4,65,,
37,43,42,37,43,61.4 ,679,0.000,1.49,29.1,64,,
37,43,42,37,43,61.1 ,470,0.000,1.25,29.3,63,,
37,43,42,37,43,61.0 ,203,0.017,0.76,27.8,68,,
37,43,42,37,43,60.9 ,51,0.000,0.51,25.9,74,,
37,44,42,37,43,60.8 ,7,0.000,0.44,24.5,76,,
37,44,42,37,43,60.7 ,0,0.000,0.33,22.7,86,,
37,44,42,37,43,60.6 ,0,0.000,0.25,21.9,93,,
37,44,42,37,43,60.5 ,0,0.017,0.25,21.8,95,,
37,44,42,37,43,60.4 ,0,0.000,0.27,21.6,97,,
37,44,42,37,43,60.3 ,0,0.000,0.24,21.2,98,,
37,44,42,37,43,60.2 ,0,0.000,0.26,20.6,100,,
37,44,42,37,43,60.2 ,0,0.017,0.26,20.2,99,,
37,44,42,37,43,60.1 ,0,0.000,0.28,20.1,100,,
37,44,42,37,43,60.0 ,0,0.000,0.36,20.1,100,,
37,44,42,37,43,59.9 ,0,0.000,0.36,20.2,100,,
37,44,42,37,43,59.9 ,0,0.000,0.45,20.5,100,,
37,44,42,37,43,59.8 ,13,0.017,0.51,20.8,100,,
37,44,42,37,43,59.7 ,113,0.000,0.73,21.8,100,,
37,43,42,37,43,59.6 ,331,0.000,1.11,25.0,93,,
37,43,42,37,43,59.4 ,430,0.000,0.76,26.9,82,,
37,43,42,37,43,59.2 ,320,0.017,0.80,26.4,80,,
37,43,42,37,43,58.8 ,517,0.000,0.92,27.1,79,,
37,43,42,37,43,58.4 ,522,0.000,1.10,27.6,77,,
37,43,42,37,43,57.9 ,734,0.000,1.28,28.8,71,,
102,43,40,38,43,64.8 ,617,0.000,1.09,29.5,67,,
101,43,40,37,43,66.5 ,334,0.000,0.98,29.2,71,,
37,43,42,37,43,65.9 ,204,0.017,1.04,28.1,73,,
37,43,42,37,43,65.5 ,85,0.000,1.07,27.4,75,,
37,43,42,37,43,65.3 ,5,0.000,0.36,25.8,82,,
37,44,42,37,43,65.0 ,0,0.000,0.41,24.4,88,,
37,44,42,37,43,64.9 ,0,0.000,0.69,24.0,89,,
37,44,42,37,43,64.8 ,0,0.000,0.38,23.7,91,,
37,44,41,37,43,64.7 ,0,0.017,0.38,23.5,92,,
37,44,42,37,43,64.6 ,0,0.000,0.35,23.1,95,,
37,44,42,37,43,64.6 ,0,0.000,0.34,22.7,97,,
37,44,42,37,43,64.6 ,0,0.000,0.40,22.2,99,,
37,44,42,37,43,64.5 ,0,0.000,0.35,22.1,100,,
37,44,42,37,43,64.4 ,0,0.017,0.26,21.6,100,,
37,44,42,37,43,64.4 ,0,0.000,0.23,21.0,97,,
37,44,42,37,43,64.3 ,0,0.000,0.25,20.4,97,,
37,44,42,37,43,64.3 ,18,0.000,0.21,19.4,100,,
37,44,42,37,43,64.2 ,125,0.000,0.33,19.9,100,,
37,43,42,37,43,64.2 ,312,0.000,0.41,22.6,88,,
37,43,41,37,43,64.1 ,459,0.000,0.65,23.9,79,,
99,43,40,37,43,65.3 ,678,0.017,1.36,24.9,76,,
99,43,40,37,43,66.3 ,767,0.000,1.04,26.3,72,,
98,43,40,37,43,66.5 ,809,0.000,1.33,27.0,69,,
97,43,40,37,43,66.5 ,773,0.000,1.60,27.5,66,,
94,43,40,37,43,66.6 ,571,0.000,1.26,28.1,65,,
96,43,40,37,43,67.0 ,318,0.000,1.02,27.5,67,,
82,44,48,37,43,67.4 ,178,0.000,0.83,26.8,72,,
57,43,43,37,43,67.6 ,58,0.000,0.56,26.0,76,,
83,44,47,37,43,68.6 ,7,0.000,0.36,24.0,86,,
84,44,47,37,43,69.0 ,0,0.000,0.26,22.7,92,,
85,44,47,37,43,69.5 ,0,0.000,0.18,21.4,96,,
85,44,47,37,43,69.8 ,0,0.000,0.21,20.3,99,,
86,44,47,37,43,70.1 ,0,0.000,0.25,19.3,99,,
86,44,47,37,43,70.2 ,0,0.017,0.22,18.5,100,,
86,44,48,37,43,70.3 ,0,0.000,0.19,17.6,100,,
88,44,52,36,43,70.4 ,0,0.000,0.21,17.0,99,,
88,44,51,36,43,70.5 ,0,0.000,0.28,16.2,100,,
88,44,49,36,43,70.5 ,0,0.000,0.48,16.3,99,,
90,45,48,36,43,70.4 ,0,0.000,0.30,15.5,100,,
93,44,51,36,43,70.3 ,0,0.000,0.27,15.0,100,,
93,44,52,36,43,70.3 ,38,0.000,0.27,14.6,100,,
92,44,51,36,43,70.3 ,216,0.000,0.56,17.0,99,,
92,44,47,37,43,70.3 ,394,0.000,0.48,21.1,78,,
92,44,47,37,43,70.2 ,578,0.000,0.48,23.5,67,,
92,44,47,37,43,70.1 ,720,0.000,0.55,25.2,62,,
92,44,47,37,43,70.2 ,808,0.000,0.79,25.9,59,,
93,44,45,37,43,70.1 ,833,0.000,0.68,26.5,57,,
93,44,45,37,43,70.2 ,785,0.000,0.74,26.9,57,,
93,44,45,37,43,70.1 ,687,0.000,0.82,27.4,56,,
93,44,48,37,43,70.2 ,527,0.000,0.63,27.6,55,,
93,44,49,37,43,70.2 ,335,0.000,0.42,27.8,54,,
93,44,48,37,43,70.2 ,76,0.000,0.26,27.0,56,,
92,44,48,37,43,70.1 ,6,0.000,0.23,22.2,76,,
75,44,43,37,43,69.9 ,0,0.000,0.53,19.4,87,,
75,44,42,36,43,69.8 ,0,0.000,0.21,18.1,91,,
75,44,42,36,43,69.7 ,0,0.000,0.22,17.1,95,,
74,44,42,36,43,69.6 ,0,0.000,0.33,16.3,96,,
73,44,42,36,43,69.5 ,0,0.000,0.27,15.8,98,,
71,44,42,36,43,69.4 ,0,0.000,0.29,15.3,99,,
70,44,41,36,43,69.3 ,0,0.000,0.28,14.9,99,,
69,44,41,36,43,69.2 ,0,0.000,0.25,14.6,100,,
69,44,41,36,43,69.2 ,0,0.017,0.27,14.4,100,,
67,44,41,36,43,69.2 ,0,0.000,0.20,15.0,100,,
68,44,41,36,43,69.1 ,0,0.000,0.22,15.2,100,,
68,44,41,36,43,69.1 ,9,0.000,0.23,15.4,100,,
69,44,41,36,43,69.0 ,76,0.000,0.27,16.0,100,,
69,43,41,36,43,69.0 ,250,0.000,0.57,17.5,100,,
68,43,41,37,43,69.0 ,515,0.000,0.63,21.2,87,,
68,43,40,37,43,68.9 ,658,0.000,0.94,23.8,73,,
51,43,40,37,43,69.1 ,795,0.000,0.91,26.4,64,,
51,43,40,37,43,69.0 ,836,0.000,0.66,28.7,50,,
50,43,40,37,43,69.0 ,805,0.000,0.60,30.1,40,,
51,43,40,37,43,69.1 ,760,0.000,0.32,30.3,37,,
52,43,40,37,43,69.2 ,24,0.000,0.32,24.7,56,,
54,43,40,37,43,69.3 ,6,0.000,0.24,21.3,70,,
54,43,40,37,43,69.3 ,0,0.000,0.30,18.5,81,,
55,43,40,37,43,69.4 ,0,0.000,0.30,17.1,88,,
54,43,40,36,43,69.5 ,0,0.000,0.34,16.2,92,,
54,43,40,36,43,69.5 ,0,0.000,0.47,15.5,95,,
55,43,40,36,43,69.5 ,0,0.000,0.33,15.2,96,,
55,44,40,36,43,69.5 ,0,0.000,0.28,14.8,98,,
55,43,40,36,44,69.6 ,0,0.000,0.27,14.4,99,,
55,44,40,36,44,69.6 ,0,0.000,0.27,14.2,100,,
55,44,40,36,43,69.6 ,0,0.000,0.22,14.1,100,,
55,44,40,36,44,69.7 ,0,0.000,0.19,14.0,100,,
55,44,40,36,43,69.7 ,0,0.000,0.17,14.7,100,,
55,43,40,36,44,69.7 ,29,0.000,0.22,15.5,100,,
56,43,40,36,44,69.8 ,189,0.000,0.47,17.6,99,,
56,43,40,37,43,69.8 ,367,0.000,0.57,20.8,86,,
56,43,40,37,43,69.8 ,565,0.000,1.04,22.5,74,,
56,43,40,37,43,69.8 ,676,0.000,99,23.3,64,,
56,43,40,37,43,69.9 ,583,0.000,95,23.3,63,,
56,43,40,37,43,69.8 ,559,0.000,103,23.8,62,,
56,43,40,37,43,69.9 ,752,0.000,117,24.8,58,,
56,43,39,37,43,69.7 ,698,0.000,106,25.1,56,,
56,43,39,37,43,69.9 ,515,0.000,106,25.6,56,,
64,43,39,37,43,69.9 ,311,0.000,119,25.7,52,,
52,43,39,37,43,69.9 ,83,0.000,116,24.5,52,,
52,43,39,37,43,69.9 ,5,0.000,336,20.2,58,,
52,43,39,37,43,69.8 ,0,0.000,351,17.7,77,,
52,43,39,36,43,69.8 ,0,0.000,37,16.4,87,,
51,43,39,36,43,69.7 ,0,0.000,19,15.6,93,,
51,43,39,36,43,69.7 ,0,0.000,28,15.0,96,,
51,43,39,36,43,69.7 ,0,0.000,10,14.5,98,,
50,43,39,36,43,69.6 ,0,0.000,42,14.0,99,,
49,43,39,36,43,69.6 ,0,0.000,17,14.0,100,,
50,43,39,36,43,69.6 ,0,0.000,40,13.4,99,,
49,43,39,36,43,69.6 ,0,0.000,29,13.0,100,,
48,43,39,36,44,69.5 ,0,0.000,16,12.7,100,,
48,43,39,36,43,69.5 ,0,0.000,58,13.3,100,,
48,43,39,36,44,69.5 ,7,0.000,356,13.9,100,,
48,43,39,36,44,69.5 ,44,0.000,145,14.6,100,,
48,43,39,36,43,69.6 ,183,0.000,194,16.4,100,,
48,43,39,37,43,69.5 ,521,0.000,113,19.7,100,,
47,43,39,37,43,69.4 ,779,0.000,107,23.0,91,,
46,43,39,37,43,69.5 ,847,0.000,94,24.2,66,,
38,43,39,37,43,69.2 ,606,0.000,76,24.1,59,,
38,43,39,37,43,69.2 ,573,0.000,93,23.9,60,,
38,43,39,37,43,69.0 ,430,0.000,106,24.1,62,,
38,43,39,37,43,68.9 ,311,0.000,98,24.1,63,,
38,43,39,37,43,68.9 ,134,0.000,78,23.4,63,,
38,43,40,37,43,68.8 ,44,0.000,79,22.5,63,,
38,43,40,37,43,68.7 ,4,0.000,65,21.6,64,,
38,43,40,37,43,68.6 ,0,0.000,48,20.8,65,,
38,43,40,37,43,68.6 ,0,0.000,351,19.7,68,,
38,43,40,37,43,68.5 ,0,0.000,288,18.8,72,,
38,43,40,37,43,68.4 ,0,0.000,296,18.5,77,,
37,43,40,37,43,68.4 ,0,0.000,48,18.6,78,,
37,43,40,37,43,68.3 ,0,0.000,65,19.2,78,,
37,43,40,37,43,68.3 ,0,0.000,76,19.6,77,,
37,43,40,37,43,68.2 ,0,0.000,306,18.1,76,,
37,43,40,37,43,68.2 ,0,0.000,80,17.6,90,,
37,43,40,37,43,68.4 ,0,0.000,236,17.5,96,,
37,43,40,37,43,68.4 ,0,0.000,71,17.5,99,,
37,43,40,36,43,68.4 ,4,0.000,189,17.5,100,,
37,43,40,37,43,68.4 ,20,0.000,138,17.6,100,,
37,43,41,36,43,68.4 ,48,0.000,102,17.7,100,,
37,43,40,37,43,68.5 ,88,0.000,67,17.8,100,,
37,44,41,37,43,68.4 ,92,0.000,56,18.2,100,,
37,43,40,36,43,68.4 ,139,0.000,29,18.4,100,,
37,43,40,36,43,68.7 ,77,0.000,29,18.5,100,,
37,48,46,36,43,69.4 ,37,0.000,4,18.1,100,,
38,56,59,36,43,70.1 ,26,0.000,80,17.7,100,,
43,58,57,36,43,70.4 ,16,0.000,163,17.2,100,,
42,54,53,36,43,70.4 ,15,0.000,99,17.1,100,,
41,50,51,36,43,70.4 ,7,0.000,238,16.8,100,,
45,62,58,36,43,70.7 ,0,0.000,259,16.7,100,,
55,64,56,36,43,70.7 ,0,0.000,240,16.6,100,,
54,65,57,36,44,70.5 ,0,0.000,259,16.5,100,,
46,59,52,36,44,70.4 ,0,0.000,264,16.6,100,,
51,62,52,36,44,70.5 ,0,0.017,259,16.6,100,,
42,57,47,36,44,70.2 ,0,0.000,260,16.7,100,,
40,51,44,36,44,70.0 ,0,0.000,262,16.6,100,,
40,51,45,36,44,70.0 ,0,0.000,257,16.5,100,,
40,50,44,36,44,70.0 ,0,0.000,253,16.4,99,,
40,51,44,36,44,70.0 ,0,0.000,251,16.3,100,,
40,53,46,36,44,70.3 ,0,0.017,250,16.4,100,,
48,62,52,36,44,70.4 ,0,0.000,262,16.4,100,,
54,64,54,36,44,70.7 ,3,0.000,262,16.5,100,,
81,76,67,30,50,70.8 ,16,0.000,265,16.5,100,,
58,67,51,34,44,70.6 ,25,0.000,276,16.7,100,,
51,63,49,34,44,70.5 ,62,0.000,280,16.9,100,,
47,62,47,34,44,70.5 ,79,0.017,291,17.2,100,,
53,64,48,34,44,70.4 ,92,0.000,293,17.2,100,,
41,60,45,35,44,70.5 ,100,0.000,305,17.4,100,,
41,60,45,35,44,70.4 ,68,0.017,299,17.4,100,,
40,58,45,35,44,70.3 ,50,0.000,305,17.5,100,,
40,56,45,35,44,70.6 ,31,0.000,304,17.3,100,,
49,64,48,35,44,70.5 ,12,0.000,308,17.0,100,,
59,66,50,34,44,70.7 ,3,0.017,319,16.7,100,,
60,68,50,34,46,70.7 ,0,0.000,304,16.3,100,,
52,64,47,34,45,70.5 ,0,0.000,309,16.4,100,,
41,52,44,35,44,70.1 ,0,0.000,316,17.3,100,,
41,47,42,35,44,69.8 ,0,0.017,314,18.5,99,,
41,46,41,35,44,69.5 ,0,0.000,337,19.5,94,,
41,45,41,35,44,69.2 ,0,0.000,293,19.8,84,,
41,45,41,35,44,69.1 ,0,0.017,264,19.7,80,,
41,45,41,35,44,68.9 ,0,0.000,260,19.6,79,,
41,45,41,36,44,68.8 ,0,0.000,251,18.9,77,,
41,45,41,36,44,68.6 ,0,0.000,253,17.3,80,,
41,45,41,36,44,68.6 ,0,0.017,240,16.7,92,,
41,45,41,36,44,68.5 ,0,0.000,245,16.6,98,,
41,45,40,36,44,68.4 ,10,0.000,224,16.5,99,,
40,45,40,36,44,68.3 ,69,0.000,212,17.2,100,,
40,45,40,36,44,68.2 ,142,0.000,201,18.3,100,,
40,45,40,36,44,68.1 ,133,0.017,178,19.0,99,,
40,45,40,36,44,68.1 ,172,0.000,177,18.7,93,,
40,45,40,36,44,68.0 ,201,0.000,218,19.0,94,,
40,45,40,36,44,68.0 ,212,0.000,253,18.5,94,,
40,45,40,36,44,67.9 ,101,0.000,245,18.6,96,,
40,45,40,36,44,67.9 ,96,0.000,216,18.3,97,,
40,45,40,36,44,67.8 ,87,0.000,158,18.5,98,,
40,45,40,36,44,67.8 ,54,0.017,206,18.8,98,,
40,45,40,36,44,67.7 ,25,0.000,216,18.7,96,,
40,45,40,36,44,67.6 ,3,0.000,221,18.5,96,,
40,45,40,36,44,67.6 ,0,0.000,229,18.2,98,,
40,45,40,36,44,67.5 ,0,0.000,240,18.0,100,,
40,45,40,36,44,67.5 ,0,0.000,246,17.8,100,,
40,45,40,36,44,67.4 ,0,0.000,251,17.1,100,,
40,45,40,36,44,67.4 ,0,0.000,242,17.0,100,,
40,45,40,36,44,67.3 ,0,0.000,247,16.9,100,,
40,45,40,36,44,67.2 ,0,0.000,242,16.7,100,,
40,45,40,36,44,67.2 ,0,0.000,233,16.7,99,,
40,45,40,36,44,67.1 ,0,0.000,247,16.1,100,,
40,45,40,36,44,67.1 ,0,0.017,244,16.0,100,,
40,45,40,36,44,67.0 ,0,0.000,249,15.7,100,,
40,45,40,36,44,66.9 ,8,0.000,256,15.1,100,,
40,45,40,36,44,66.9 ,66,0.000,263,14.9,100,,
40,45,40,36,44,66.8 ,336,0.000,217,16.3,100,,
40,45,40,36,44,66.7 ,586,0.000,197,18.7,100,,
40,45,40,36,44,66.6 ,699,0.000,165,20.7,94,,
40,44,40,36,44,66.6 ,782,0.000,120,22.2,80,,
40,44,40,36,44,66.5 ,828,0.000,112,23.4,70,,
40,44,40,36,44,66.4 ,786,0.000,117,24.3,62,,
40,44,40,36,44,66.4 ,573,0.000,108,24.8,57,,
40,44,40,36,44,66.3 ,389,0.017,114,24.4,53,,
40,44,40,36,44,66.2 ,244,0.034,171,24.1,51,,
40,44,40,36,44,66.1 ,76,0.017,268,21.5,56,,
40,45,40,36,44,66.1 ,6,0.017,6,18.4,72,,
40,45,40,36,44,66.0 ,0,0.000,2,16.1,83,,
40,45,40,36,44,65.9 ,0,0.017,351,15.0,91,,
40,44,40,36,44,65.8 ,0,0.000,4,14.1,95,,
40,44,40,36,44,65.8 ,0,0.017,13,13.4,98,,
40,44,40,36,44,65.7 ,0,0.000,353,12.8,99,,
40,44,40,36,44,65.6 ,0,0.000,18,12.4,100,,
40,44,40,36,44,65.6 ,0,0.000,22,11.9,100,,
40,44,40,36,44,65.5 ,0,0.017,24,11.6,99,,
40,44,40,36,44,65.4 ,0,0.000,27,11.1,100,,
40,44,40,36,44,65.3 ,0,0.000,12,10.9,100,,
40,44,40,36,44,65.3 ,0,0.000,19,10.9,100,,
40,44,40,36,44,65.2 ,30,0.000,77,10.8,100,,
40,44,40,36,44,65.2 ,195,0.017,208,12.5,100,,
40,44,40,36,44,65.2 ,321,0.000,189,15.5,100,,
40,44,39,36,44,65.1 ,472,0.000,144,19.0,100,,
40,44,39,36,44,65.0 ,634,0.017,119,21.4,91,,
40,44,39,36,44,64.9 ,700,0.000,109,22.6,76,,
40,44,39,36,44,64.9 ,631,0.000,107,23.5,69,,
40,44,39,36,44,64.8 ,461,0.000,106,23.6,665,,
40,44,39,36,44,64.8 ,373,0.000,110,23.5,61,,
40,44,39,36,44,64.7 ,300,0.017,126,23.3,59,,
40,44,39,36,44,64.6 ,165,0.000,121,22.9,59,,
40,44,39,36,44,64.6 ,40,0.000,239,21.3,65,,
40,44,40,36,44,64.5 ,3,0.000,356,19.0,80,,
40,44,40,36,44,64.5 ,0,0.000,351,17.4,88,,
40,44,40,36,44,64.4 ,0,0.017,39,16.7,93,,
40,44,40,36,44,64.3 ,0,0.000,40,15.8,97,,
40,44,40,36,44,64.2 ,0,0.000,55,15.1,99,,
40,44,40,36,44,64.2 ,0,0.000,40,14.6,99,,
40,44,40,36,44,64.1 ,0,0.000,45,14.4,100,,
40,44,40,36,44,64.1 ,0,0.000,82,14.6,100,,
40,44,40,36,44,64.1 ,0,0.000,77,14.8,99,,
40,44,40,36,44,64.0 ,0,0.017,78,14.6,100,,
40,44,40,36,44,64.0 ,0,0.000,81,14.5,100,,
40,44,40,36,44,64.0 ,0,0.000,238,14.5,100,,
40,44,40,36,44,63.9 ,20,0.000,222,14.3,100,,
40,44,40,36,44,64.0 ,127,0.000,191,15.8,100,,
40,44,39,36,44,64.0 ,347,0.000,217,19.5,100,,
40,43,39,36,44,63.9 ,529,0.017,185,22.9,97,,
40,43,39,36,44,63.8 ,363,0.000,116,24.7,82,,
40,43,39,36,44,63.9 ,244,0.000,115,25.6,73,,
40,43,39,36,44,63.8 ,351,0.000,109,26.1,69,,
40,43,39,37,43,63.8 ,543,0.000,113,26.4,97,,
40,43,39,37,43,63.7 ,416,0.000,124,27.0,96,,
40,43,39,37,43,63.7 ,220,0.000,123,26.5,63,,
40,43,39,37,43,63.7 ,93,0.000,134,26.0,65,,
40,43,39,37,43,63.6 ,16,0.000,168,23.9,68,,
40,44,39,36,44,63.7 ,1,0.000,174,22.4,81,,
40,44,39,36,44,63.7 ,0,0.017,157,20.8,90,,
40,44,39,36,44,63.6 ,0,0.000,149,19.4,94,,
40,44,39,36,44,63.6 ,0,0.000,174,18.7,97,,
40,44,39,36,44,63.6 ,0,0.000,221,18.0,98,,
40,44,39,36,44,63.5 ,0,0.000,144,17.6,100,,
40,44,39,36,44,63.5 ,0,0.000,137,17.7,100,,
40,44,39,36,44,63.5 ,0,0.000,197,17.5,100,,
40,44,39,36,44,63.5 ,0,0.000,185,17.6,99,,
40,44,39,36,44,63.4 ,0,0.017,207,17.9,100,,
40,44,39,36,44,63.4 ,0,0.000,224,18.0,100,,
40,44,39,36,44,63.4 ,0,0.000,231,18.0,100,,
40,44,39,36,44,63.4 ,4,0.000,225,17.8,100,,
40,44,39,36,44,63.4 ,43,0.000,223,19.1,100,,
40,44,39,36,44,63.4 ,69,0.000,239,22.1,100,,
40,43,39,36,44,63.3 ,108,0.017,212,23.1,92,,
40,43,39,37,44,63.3 ,146,0.000,118,24.3,84,,
40,43,39,37,44,63.3 ,189,0.000,115,24.5,77,,
40,43,39,37,44,63.3 ,172,0.000,134,25.1,74,,
40,43,39,37,44,63.2 ,254,0.000,127,25.1,72,,
40,43,39,37,44,63.2 ,147,0.000,116,25.2,74,,
40,43,39,37,44,63.2 ,60,0.000,119,24.4,75,,
40,43,39,37,44,63.0 ,36,0.000,116,24.2,82,,
40,43,39,37,44,63.1 ,12,0.017,165,23.0,83,,
40,44,39,36,44,63.1 ,0,0.000,178,21.9,90,,
40,44,39,36,44,63.1 ,0,0.000,183,21.3,97,,
40,44,39,36,44,63.2 ,0,0.000,231,21.2,100,,
40,44,39,36,44,63.2 ,0,0.000,187,21.1,100,,
40,44,39,36,44,63.4 ,0,0.000,219,21.1,100,,
40,44,39,36,44,63.5 ,0,0.000,199,21.0,100,,
40,44,39,36,44,63.9 ,0,0.000,218,20.8,100,,
40,44,39,36,44,63.9 ,0,0.000,214,20.7,100,,
40,44,39,36,44,63.9 ,0,0.017,242,20.8,99,,
40,44,39,36,44,64.0 ,0,0.000,238,20.9,100,,
40,44,39,36,44,64.0 ,0,0.000,239,20.9,100,,
40,44,39,36,44,64.0 ,0,0.000,230,20.8,100,,
40,44,39,36,44,64.0 ,0,0.000,233,20.9,100,,
40,44,39,36,44,64.0 ,4,0.000,236,20.9,100,,
40,44,39,36,44,64.0 ,15,0.017,234,21.3,100,,
40,44,39,36,44,64.0 ,44,0.000,234,21.9,100,,
40,44,39,36,44,64.0 ,68,0.000,236,22.9,100,,
40,43,39,36,44,64.0 ,114,0.000,212,24.2,100,,
40,43,39,36,44,64.0 ,121,0.000,195,25.2,98,,
40,43,39,36,44,64.0 ,96,0.000,194,25.8,92,,
40,43,39,36,44,64.0 ,67,0.017,144,25.7,86,,
40,43,39,37,44,64.0 ,97,0.000,211,26.1,87,,
40,43,39,37,44,64.0 ,100,0.000,235,25.7,88,,
